Timestamp (UTC_TIME),XBH4.EXPT.NP04.012:COUNTS,XBH4.GENERALTRIGGER:TIMESTAMP_COUNT
2018-10-18 12:46:00.135,0,0
2018-10-18 12:47:07.335,0,0
2018-10-18 12:48:14.535,0,0
2018-10-18 12:49:21.735,0,0
2018-10-18 12:50:28.935,0,0
2018-10-18 12:51:36.135,0,0
2018-10-18 12:52:43.335,0,0
2018-10-18 12:53:50.535,0,0
2018-10-18 12:54:57.735,0,0
2018-10-18 12:56:04.935,1,1
2018-10-18 12:57:12.135,0,0
2018-10-18 12:58:19.335,0,0
2018-10-18 12:59:26.535,0,0
2018-10-18 13:00:33.735,0,0
2018-10-18 13:01:40.935,0,0
2018-10-18 13:02:48.135,0,0
2018-10-18 13:03:55.335,0,0
2018-10-18 13:05:02.535,0,0
2018-10-18 13:06:09.735,0,0
2018-10-18 13:07:16.935,0,0
2018-10-18 13:08:24.135,0,0
2018-10-18 13:09:31.335,0,0
2018-10-18 13:10:38.535,0,0
2018-10-18 13:11:45.735,0,0
2018-10-18 13:12:52.935,0,0
2018-10-18 13:14:00.135,0,0
2018-10-18 13:15:07.335,0,0
2018-10-18 13:16:14.535,116,116
2018-10-18 13:17:21.735,132,132
2018-10-18 13:18:28.935,95,95
2018-10-18 13:19:36.135,119,119
2018-10-18 13:20:43.335,95,95
2018-10-18 13:21:50.535,130,130
2018-10-18 13:22:57.735,101,101
2018-10-18 13:24:04.935,100,100
2018-10-18 13:25:12.135,131,131
2018-10-18 13:26:19.335,110,110
2018-10-18 13:27:26.535,97,97
2018-10-18 13:28:33.735,120,120
2018-10-18 13:29:40.935,101,101
2018-10-18 13:30:48.135,86,86
2018-10-18 13:31:55.335,120,120
2018-10-18 13:33:02.535,125,125
2018-10-18 13:34:09.735,101,101
2018-10-18 13:35:16.935,124,124
2018-10-18 13:36:24.135,111,111
2018-10-18 13:37:31.335,107,107
2018-10-18 13:38:38.535,110,110
2018-10-18 13:39:45.735,40,40
2018-10-18 13:40:52.935,0,0
2018-10-18 13:42:00.135,117,117
2018-10-18 13:43:07.335,108,108
2018-10-18 13:44:14.535,112,112
2018-10-18 13:45:21.735,122,122
2018-10-18 13:46:28.935,105,105
2018-10-18 13:47:36.135,111,111
2018-10-18 13:48:43.335,94,94
2018-10-18 13:49:50.535,119,94
2018-10-18 13:54:19.335,104,94
2018-10-18 13:55:26.535,124,124
2018-10-18 13:56:33.735,99,99
2018-10-18 13:57:40.935,104,104
2018-10-18 13:58:48.135,101,101
2018-10-18 13:59:55.335,130,130
2018-10-18 14:00:32.535,126,126
2018-10-18 14:01:09.735,103,103
2018-10-18 14:01:46.935,107,107
2018-10-18 14:02:24.135,107,107
2018-10-18 14:03:01.335,115,115
2018-10-18 14:03:38.535,102,102
2018-10-18 14:04:15.735,102,102
2018-10-18 14:04:52.935,109,109
2018-10-18 14:05:30.135,106,106
2018-10-18 14:06:07.335,108,108
2018-10-18 14:06:44.535,113,113
2018-10-18 14:07:21.735,94,94
2018-10-18 14:07:58.935,135,135
2018-10-18 14:08:36.135,103,103
2018-10-18 14:09:13.335,121,121
2018-10-18 14:09:50.535,128,128
2018-10-18 14:10:27.735,126,126
2018-10-18 14:11:04.935,103,103
2018-10-18 14:11:42.135,112,112
2018-10-18 14:12:19.335,101,101
2018-10-18 14:12:56.535,87,87
2018-10-18 14:13:33.735,125,125
2018-10-18 14:14:10.935,93,93
2018-10-18 14:14:48.135,103,103
2018-10-18 14:15:25.335,116,116
2018-10-18 14:16:02.535,121,121
2018-10-18 14:16:39.735,121,121
2018-10-18 14:17:16.935,112,112
2018-10-18 14:17:54.135,109,109
2018-10-18 14:18:31.335,120,120
2018-10-18 14:19:08.535,114,114
2018-10-18 14:19:45.735,120,120
2018-10-18 14:20:22.935,123,123
2018-10-18 14:21:00.135,117,117
2018-10-18 14:21:37.335,115,115
2018-10-18 14:22:14.535,110,110
2018-10-18 14:22:51.735,110,110
2018-10-18 14:23:28.935,98,98
2018-10-18 14:24:06.135,107,107
2018-10-18 14:24:43.335,117,117
2018-10-18 14:25:20.535,97,97
2018-10-18 14:25:57.735,95,95
2018-10-18 14:26:34.935,105,105
2018-10-18 14:27:12.135,118,118
2018-10-18 14:27:49.335,105,105
2018-10-18 14:28:26.535,95,95
2018-10-18 14:29:03.735,110,110
2018-10-18 14:29:40.935,108,108
2018-10-18 14:30:18.135,123,123
2018-10-18 14:30:55.335,117,117
2018-10-18 14:31:32.535,112,112
2018-10-18 14:32:09.735,119,119
2018-10-18 14:32:46.935,103,103
2018-10-18 14:33:24.135,113,113
2018-10-18 14:34:01.335,128,128
2018-10-18 14:34:38.535,127,127
2018-10-18 14:35:15.735,107,107
2018-10-18 14:35:52.935,122,122
2018-10-18 14:36:30.135,117,117
2018-10-18 14:37:07.335,102,102
2018-10-18 14:37:44.535,145,145
2018-10-18 14:38:21.735,166,166
2018-10-18 14:38:58.935,176,176
2018-10-18 14:39:36.135,171,171
2018-10-18 14:40:13.335,143,143
2018-10-18 14:40:50.535,139,139
2018-10-18 14:41:27.735,150,150
2018-10-18 14:42:04.935,129,129
2018-10-18 14:42:42.135,105,105
2018-10-18 14:43:19.335,116,116
2018-10-18 14:43:56.535,121,121
2018-10-18 14:44:33.735,106,106
2018-10-18 14:45:10.935,101,101
2018-10-18 14:45:48.135,118,118
2018-10-18 14:46:25.335,104,104
2018-10-18 14:47:02.535,129,129
2018-10-18 14:47:39.735,129,129
2018-10-18 14:48:16.935,117,117
2018-10-18 14:48:54.135,126,126
2018-10-18 14:49:31.335,130,130
2018-10-18 14:50:08.535,128,128
2018-10-18 14:50:45.735,125,125
2018-10-18 14:51:22.935,110,110
2018-10-18 14:52:00.135,131,131
2018-10-18 14:52:37.335,139,139
2018-10-18 14:53:14.535,128,128
2018-10-18 14:53:51.735,138,138
2018-10-18 14:54:28.935,132,132
2018-10-18 14:55:06.135,156,156
2018-10-18 14:55:43.335,126,126
2018-10-18 14:56:20.535,127,127
2018-10-18 14:56:57.735,128,128
2018-10-18 14:57:34.935,131,131
2018-10-18 14:58:12.135,128,128
2018-10-18 14:58:49.335,117,117
2018-10-18 14:59:26.535,115,115
2018-10-18 15:00:03.735,127,127
2018-10-18 15:00:40.935,155,155
2018-10-18 15:01:18.135,120,120
2018-10-18 15:01:55.335,137,137
2018-10-18 15:02:32.535,130,130
2018-10-18 15:03:09.735,116,116
2018-10-18 15:03:46.935,118,118
2018-10-18 15:04:24.135,119,119
2018-10-18 15:05:01.335,128,128
2018-10-18 15:05:38.535,110,110
2018-10-18 15:06:15.735,130,130
2018-10-18 15:06:52.935,1,1
2018-10-18 15:07:30.135,1,1
2018-10-18 15:08:07.335,0,0
2018-10-18 15:08:44.535,135,135
2018-10-18 15:09:21.735,133,133
2018-10-18 15:09:58.935,125,125
2018-10-18 15:10:36.135,111,111
2018-10-18 15:11:13.335,124,124
2018-10-18 15:11:50.535,129,129
2018-10-18 15:12:27.735,111,111
2018-10-18 15:13:34.935,119,119
2018-10-18 15:14:42.135,122,122
2018-10-18 15:15:49.335,137,137
2018-10-18 15:16:56.535,107,107
2018-10-18 15:18:03.735,123,123
2018-10-18 15:19:10.935,117,117
2018-10-18 15:20:18.135,126,126
2018-10-18 15:21:25.335,126,126
2018-10-18 15:22:32.535,149,149
2018-10-18 15:23:39.735,121,121
2018-10-18 15:24:46.935,138,138
2018-10-18 15:25:54.135,130,130
2018-10-18 15:27:01.335,123,123
2018-10-18 15:28:08.535,145,145
2018-10-18 15:29:15.735,116,116
2018-10-18 15:30:22.935,113,113
2018-10-18 15:31:30.135,125,125
2018-10-18 15:32:37.335,137,137
2018-10-18 15:33:44.535,127,127
2018-10-18 15:34:51.735,152,152
2018-10-18 15:35:58.935,139,139
2018-10-18 15:37:06.135,160,160
2018-10-18 15:38:13.335,128,128
2018-10-18 15:39:20.535,142,142
2018-10-18 15:40:27.735,115,115
2018-10-18 15:41:34.935,133,133
2018-10-18 15:42:42.135,115,115
2018-10-18 15:43:49.335,128,128
2018-10-18 15:44:56.535,127,127
2018-10-18 15:46:03.735,129,129
2018-10-18 15:47:10.935,115,115
2018-10-18 15:48:18.135,134,134
2018-10-18 15:49:25.335,150,150
2018-10-18 15:50:32.535,133,133
2018-10-18 15:51:39.735,130,130
2018-10-18 15:52:46.935,118,118
2018-10-18 15:53:54.135,100,100
2018-10-18 15:55:01.335,133,133
2018-10-18 15:56:08.535,114,114
2018-10-18 15:57:15.735,111,111
2018-10-18 15:58:22.935,116,116
2018-10-18 15:59:30.135,128,128
2018-10-18 16:00:37.335,116,116
2018-10-18 16:01:44.535,123,123
2018-10-18 16:02:51.735,123,123
2018-10-18 16:03:58.935,114,114
2018-10-18 16:04:20.535,107,107
2018-10-18 16:04:42.135,106,106
2018-10-18 16:05:03.735,135,135
2018-10-18 16:05:25.335,118,118
2018-10-18 16:05:46.935,127,127
2018-10-18 16:06:08.535,113,113
2018-10-18 16:06:30.135,125,125
2018-10-18 16:06:51.735,111,111
2018-10-18 16:07:13.335,125,125
2018-10-18 16:07:34.935,115,115
2018-10-18 16:07:56.535,130,130
2018-10-18 16:08:18.135,132,132
2018-10-18 16:08:39.735,128,128
2018-10-18 16:09:01.335,123,123
2018-10-18 16:09:22.935,122,122
2018-10-18 16:09:44.535,122,122
2018-10-18 16:10:06.135,131,131
2018-10-18 16:10:27.735,113,113
2018-10-18 16:10:49.335,133,133
2018-10-18 16:11:10.935,112,112
2018-10-18 16:11:32.535,130,130
2018-10-18 16:11:54.135,135,135
2018-10-18 16:12:15.735,138,138
2018-10-18 16:12:37.335,132,132
2018-10-18 16:12:58.935,143,143
2018-10-18 16:13:20.535,126,126
2018-10-18 16:13:42.135,123,123
2018-10-18 16:14:03.735,116,116
2018-10-18 16:14:25.335,118,118
2018-10-18 16:14:46.935,139,139
2018-10-18 16:15:08.535,119,119
2018-10-18 16:15:30.135,142,142
2018-10-18 16:15:51.735,155,155
2018-10-18 16:16:13.335,126,126
2018-10-18 16:16:34.935,134,134
2018-10-18 16:16:56.535,147,147
2018-10-18 16:17:18.135,116,116
2018-10-18 16:17:39.735,144,144
2018-10-18 16:18:01.335,159,159
2018-10-18 16:18:22.935,155,155
2018-10-18 16:18:44.535,152,152
2018-10-18 16:19:06.135,153,153
2018-10-18 16:19:27.735,169,169
2018-10-18 16:19:49.335,143,143
2018-10-18 16:20:10.935,131,131
2018-10-18 16:20:32.535,162,162
2018-10-18 16:20:54.135,144,144
2018-10-18 16:21:15.735,136,136
2018-10-18 16:21:37.335,134,134
2018-10-18 16:21:58.935,128,128
2018-10-18 16:22:20.535,151,151
2018-10-18 16:22:42.135,112,112
2018-10-18 16:23:03.735,152,152
2018-10-18 16:23:25.335,138,138
2018-10-18 16:23:46.935,141,141
2018-10-18 16:24:08.535,150,150
2018-10-18 16:24:30.135,131,131
2018-10-18 16:24:51.735,156,156
2018-10-18 16:25:13.335,144,144
2018-10-18 16:25:34.935,143,143
2018-10-18 16:25:56.535,141,141
2018-10-18 16:26:18.135,156,156
2018-10-18 16:26:39.735,155,155
2018-10-18 16:27:01.335,140,140
2018-10-18 16:27:22.935,166,166
2018-10-18 16:27:44.535,158,158
2018-10-18 16:28:06.135,130,130
2018-10-18 16:28:27.735,124,124
2018-10-18 16:28:49.335,147,147
2018-10-18 16:29:10.935,145,145
2018-10-18 16:29:32.535,131,131
2018-10-18 16:29:54.135,119,119
2018-10-18 16:30:15.735,137,137
2018-10-18 16:30:37.335,123,123
2018-10-18 16:30:58.935,134,134
2018-10-18 16:31:20.535,111,111
2018-10-18 16:31:42.135,136,136
2018-10-18 16:32:03.735,122,122
2018-10-18 16:32:25.335,127,127
2018-10-18 16:32:46.935,125,125
2018-10-18 16:33:08.535,113,113
2018-10-18 16:33:30.135,119,119
2018-10-18 16:33:51.735,131,131
2018-10-18 16:34:13.335,120,120
2018-10-18 16:34:34.935,111,111
2018-10-18 16:34:56.535,126,126
2018-10-18 16:35:18.135,117,117
2018-10-18 16:35:39.735,115,115
2018-10-18 16:36:01.335,119,119
2018-10-18 16:36:22.935,122,122
2018-10-18 16:36:44.535,108,108
2018-10-18 16:37:06.135,111,111
2018-10-18 16:37:27.735,116,116
2018-10-18 16:37:49.335,130,130
2018-10-18 16:38:10.935,116,116
2018-10-18 16:38:32.535,125,125
2018-10-18 16:38:54.135,140,140
2018-10-18 16:39:15.735,124,124
2018-10-18 16:39:37.335,126,126
2018-10-18 16:39:58.935,131,131
2018-10-18 16:40:20.535,128,128
2018-10-18 16:40:42.135,108,108
2018-10-18 16:41:03.735,95,95
2018-10-18 16:41:25.335,126,126
2018-10-18 16:41:46.935,106,106
2018-10-18 16:42:08.535,137,137
2018-10-18 16:42:30.135,115,115
2018-10-18 16:42:51.735,135,135
2018-10-18 16:43:13.335,139,139
2018-10-18 16:43:34.935,118,118
2018-10-18 16:43:56.535,112,112
2018-10-18 16:44:18.135,132,132
2018-10-18 16:44:39.735,112,112
2018-10-18 16:45:01.335,124,124
2018-10-18 16:45:22.935,137,137
2018-10-18 16:45:44.535,0,0
2018-10-18 16:46:06.135,0,0
2018-10-18 16:46:27.735,126,126
2018-10-18 16:46:49.335,118,118
2018-10-18 16:47:10.935,117,117
2018-10-18 16:47:32.535,126,126
2018-10-18 16:47:54.135,109,109
2018-10-18 16:48:15.735,118,118
2018-10-18 16:48:37.335,112,112
2018-10-18 16:48:58.935,117,117
2018-10-18 16:49:20.535,125,125
2018-10-18 16:49:42.135,143,143
2018-10-18 16:50:03.735,117,117
2018-10-18 16:50:25.335,121,121
2018-10-18 16:50:46.935,129,129
2018-10-18 16:51:08.535,121,121
2018-10-18 16:51:30.135,112,112
2018-10-18 16:51:51.735,131,131
2018-10-18 16:52:13.335,118,118
2018-10-18 16:52:34.935,139,139
2018-10-18 16:52:56.535,127,127
2018-10-18 16:53:18.135,117,117
2018-10-18 16:53:39.735,131,131
2018-10-18 16:54:01.335,122,122
2018-10-18 16:54:22.935,100,100
2018-10-18 16:54:44.535,129,129
2018-10-18 16:55:06.135,140,140
2018-10-18 16:55:27.735,118,118
2018-10-18 16:55:49.335,124,124
2018-10-18 16:56:10.935,133,133
2018-10-18 16:56:32.535,104,104
2018-10-18 16:56:54.135,98,98
2018-10-18 16:57:15.735,128,128
2018-10-18 16:57:37.335,118,118
2018-10-18 16:57:58.935,133,133
2018-10-18 16:58:20.535,120,120
2018-10-18 16:58:42.135,118,118
2018-10-18 16:59:03.735,146,146
2018-10-18 16:59:25.335,117,117
2018-10-18 16:59:46.935,132,132
2018-10-18 17:00:08.535,116,116
2018-10-18 17:00:30.135,129,129
2018-10-18 17:00:51.735,113,113
2018-10-18 17:01:13.335,125,125
2018-10-18 17:01:34.935,140,140
2018-10-18 17:01:56.535,112,112
2018-10-18 17:02:18.135,121,121
2018-10-18 17:02:39.735,72,72
2018-10-18 17:03:01.335,119,119
2018-10-18 17:03:22.935,116,116
2018-10-18 17:03:44.535,122,122
2018-10-18 17:04:06.135,125,125
2018-10-18 17:04:27.735,126,126
2018-10-18 17:04:49.335,112,112
2018-10-18 17:05:10.935,115,115
2018-10-18 17:05:32.535,118,118
2018-10-18 17:05:54.135,126,126
2018-10-18 17:06:15.735,111,111
2018-10-18 17:06:37.335,130,130
2018-10-18 17:06:58.935,101,101
2018-10-18 17:07:20.535,129,129
2018-10-18 17:07:42.135,119,119
2018-10-18 17:08:03.735,105,105
2018-10-18 17:08:25.335,136,136
2018-10-18 17:08:46.935,122,122
2018-10-18 17:09:08.535,108,108
2018-10-18 17:09:30.135,107,107
2018-10-18 17:09:51.735,146,146
2018-10-18 17:10:13.335,134,134
2018-10-18 17:10:34.935,134,134
2018-10-18 17:10:56.535,132,132
2018-10-18 17:11:18.135,131,131
2018-10-18 17:11:39.735,117,117
2018-10-18 17:12:01.335,129,129
2018-10-18 17:12:22.935,137,137
2018-10-18 17:12:44.535,115,115
2018-10-18 17:13:06.135,115,115
2018-10-18 17:13:27.735,117,117
2018-10-18 17:13:49.335,112,112
2018-10-18 17:14:10.935,129,129
2018-10-18 17:14:32.535,132,132
2018-10-18 17:14:54.135,125,125
2018-10-18 17:15:15.735,127,127
2018-10-18 17:15:37.335,153,153
2018-10-18 17:15:58.935,140,140
2018-10-18 17:16:20.535,108,108
2018-10-18 17:16:42.135,108,108
2018-10-18 17:17:03.735,109,109
2018-10-18 17:17:25.335,133,133
2018-10-18 17:17:46.935,132,132
2018-10-18 17:18:08.535,118,118
2018-10-18 17:18:30.135,126,126
2018-10-18 17:18:51.735,116,116
2018-10-18 17:19:13.335,111,111
2018-10-18 17:19:34.935,138,138
2018-10-18 17:19:56.535,109,109
2018-10-18 17:20:18.135,127,127
2018-10-18 17:20:39.735,0,0
2018-10-18 17:21:01.335,129,129
2018-10-18 17:21:22.935,103,103
2018-10-18 17:21:44.535,120,120
2018-10-18 17:22:06.135,122,122
2018-10-18 17:22:27.735,107,107
2018-10-18 17:22:49.335,110,110
2018-10-18 17:23:10.935,129,129
2018-10-18 17:23:32.535,130,130
2018-10-18 17:23:54.135,117,117
2018-10-18 17:24:15.735,111,111
2018-10-18 17:24:37.335,114,114
2018-10-18 17:24:58.935,111,111
2018-10-18 17:25:20.535,140,140
2018-10-18 17:25:42.135,122,122
2018-10-18 17:26:03.735,119,119
2018-10-18 17:26:25.335,130,130
2018-10-18 17:26:46.935,132,132
2018-10-18 17:27:08.535,105,105
2018-10-18 17:27:30.135,116,116
2018-10-18 17:27:51.735,135,135
2018-10-18 17:28:13.335,119,119
2018-10-18 17:28:34.935,109,109
2018-10-18 17:28:56.535,123,123
2018-10-18 17:29:18.135,125,125
2018-10-18 17:29:39.735,111,111
2018-10-18 17:30:01.335,100,100
2018-10-18 17:30:22.935,135,135
2018-10-18 17:30:44.535,89,89
2018-10-18 17:31:06.135,89,89
2018-10-18 17:31:27.735,95,95
2018-10-18 17:31:49.335,92,92
2018-10-18 17:32:10.935,123,123
2018-10-18 17:32:32.535,115,115
2018-10-18 17:32:54.135,109,109
2018-10-18 17:33:15.735,105,105
2018-10-18 17:33:37.335,98,98
2018-10-18 17:33:58.935,131,131
2018-10-18 17:34:20.535,121,121
2018-10-18 17:34:42.135,135,135
2018-10-18 17:35:03.735,134,134
2018-10-18 17:35:25.335,124,124
2018-10-18 17:35:46.935,133,133
2018-10-18 17:36:08.535,117,117
2018-10-18 17:36:30.135,138,138
2018-10-18 17:36:51.735,107,107
2018-10-18 17:37:13.335,133,133
2018-10-18 17:37:34.935,113,113
2018-10-18 17:37:56.535,109,109
2018-10-18 17:38:18.135,99,99
2018-10-18 17:38:39.735,112,112
2018-10-18 17:39:01.335,124,124
2018-10-18 17:39:22.935,128,128
2018-10-18 17:39:44.535,97,97
2018-10-18 17:40:06.135,124,124
2018-10-18 17:40:27.735,124,124
2018-10-18 17:40:49.335,108,108
2018-10-18 17:41:10.935,106,106
2018-10-18 17:41:32.535,97,97
2018-10-18 17:41:54.135,126,126
2018-10-18 17:42:15.735,120,120
2018-10-18 17:42:37.335,110,110
2018-10-18 17:42:58.935,105,105
2018-10-18 17:43:20.535,112,112
2018-10-18 17:43:42.135,130,130
2018-10-18 17:44:03.735,119,119
2018-10-18 17:44:25.335,112,112
2018-10-18 17:44:46.935,109,109
2018-10-18 17:45:08.535,132,132
2018-10-18 17:45:30.135,100,100
2018-10-18 17:45:51.735,114,114
2018-10-18 17:46:13.335,110,110
2018-10-18 17:46:34.935,122,122
2018-10-18 17:46:56.535,121,121
2018-10-18 17:47:18.135,106,106
2018-10-18 17:47:39.735,114,114
2018-10-18 17:48:01.335,117,117
2018-10-18 17:48:22.935,115,115
2018-10-18 17:48:44.535,115,115
2018-10-18 17:49:06.135,105,105
2018-10-18 17:49:27.735,130,130
2018-10-18 17:49:49.335,126,126
2018-10-18 17:50:10.935,101,101
2018-10-18 17:50:32.535,123,123
2018-10-18 17:50:54.135,115,115
2018-10-18 17:51:15.735,102,102
2018-10-18 17:51:37.335,117,117
2018-10-18 17:52:02.535,106,106
2018-10-18 17:52:24.135,122,122
2018-10-18 17:52:49.335,115,115
2018-10-18 17:53:10.935,124,124
2018-10-18 17:53:36.135,114,114
2018-10-18 17:53:57.735,112,112
2018-10-18 17:54:22.935,107,107
2018-10-18 17:54:44.535,118,118
2018-10-18 17:55:09.735,142,142
2018-10-18 17:55:31.335,121,121
2018-10-18 17:55:56.535,117,117
2018-10-18 17:56:18.135,113,113
2018-10-18 17:56:43.335,102,102
2018-10-18 17:57:04.935,123,123
2018-10-18 17:57:30.135,105,105
2018-10-18 17:57:51.735,116,116
2018-10-18 17:58:16.935,116,116
2018-10-18 17:58:38.535,101,101
2018-10-18 17:59:03.735,107,107
2018-10-18 17:59:25.335,138,138
2018-10-18 17:59:50.535,127,127
2018-10-18 18:00:12.135,98,98
2018-10-18 18:00:37.335,132,132
2018-10-18 18:00:58.935,126,126
2018-10-18 18:01:24.135,127,127
2018-10-18 18:01:45.735,109,109
2018-10-18 18:02:10.935,131,131
2018-10-18 18:02:32.535,104,104
2018-10-18 18:02:57.735,111,111
2018-10-18 18:03:19.335,130,130
2018-10-18 18:03:44.535,123,123
2018-10-18 18:04:06.135,123,123
2018-10-18 18:04:31.335,132,132
2018-10-18 18:04:52.935,118,118
2018-10-18 18:05:18.135,118,118
2018-10-18 18:05:39.735,113,113
2018-10-18 18:06:04.935,114,114
2018-10-18 18:06:26.535,124,124
2018-10-18 18:06:51.735,111,111
2018-10-18 18:07:13.335,105,105
2018-10-18 18:07:38.535,119,119
2018-10-18 18:08:00.135,103,103
2018-10-18 18:08:25.335,104,104
2018-10-18 18:08:46.935,107,107
2018-10-18 18:09:12.135,118,118
2018-10-18 18:09:33.735,90,90
2018-10-18 18:09:58.935,117,117
2018-10-18 18:10:20.535,110,110
2018-10-18 18:10:45.735,114,114
2018-10-18 18:11:07.335,111,111
2018-10-18 18:11:32.535,126,126
2018-10-18 18:11:54.135,119,119
2018-10-18 18:12:19.335,112,112
2018-10-18 18:12:40.935,126,126
2018-10-18 18:13:06.135,124,124
2018-10-18 18:13:27.735,116,116
2018-10-18 18:13:52.935,113,113
2018-10-18 18:14:14.535,120,120
2018-10-18 18:14:39.735,140,140
2018-10-18 18:15:01.335,121,121
2018-10-18 18:15:26.535,118,118
2018-10-18 18:15:48.135,116,116
2018-10-18 18:16:13.335,114,114
2018-10-18 18:16:34.935,110,110
2018-10-18 18:17:00.135,116,116
2018-10-18 18:17:21.735,87,87
2018-10-18 18:17:46.935,114,114
2018-10-18 18:18:08.535,112,112
2018-10-18 18:18:33.735,112,112
2018-10-18 18:18:55.335,122,122
2018-10-18 18:19:20.535,108,108
2018-10-18 18:19:42.135,101,101
2018-10-18 18:20:07.335,136,136
2018-10-18 18:20:28.935,115,115
2018-10-18 18:20:54.135,114,114
2018-10-18 18:21:15.735,129,129
2018-10-18 18:21:40.935,110,110
2018-10-18 18:22:02.535,119,119
2018-10-18 18:22:27.735,121,121
2018-10-18 18:22:49.335,123,123
2018-10-18 18:23:14.535,101,101
2018-10-18 18:23:36.135,103,103
2018-10-18 18:24:01.335,112,112
2018-10-18 18:24:22.935,109,109
2018-10-18 18:24:48.135,111,111
2018-10-18 18:25:09.735,116,116
2018-10-18 18:25:34.935,129,129
2018-10-18 18:25:56.535,127,127
2018-10-18 18:26:21.735,136,136
2018-10-18 18:26:43.335,132,132
2018-10-18 18:27:08.535,125,125
2018-10-18 18:27:30.135,122,122
2018-10-18 18:27:55.335,117,117
2018-10-18 18:28:16.935,113,113
2018-10-18 18:28:42.135,124,124
2018-10-18 18:29:03.735,116,116
2018-10-18 18:29:28.935,88,88
2018-10-18 18:29:50.535,104,104
2018-10-18 18:30:15.735,124,124
2018-10-18 18:30:37.335,102,102
2018-10-18 18:31:02.535,91,91
2018-10-18 18:31:24.135,114,114
2018-10-18 18:31:49.335,110,110
2018-10-18 18:32:10.935,117,117
2018-10-18 18:32:36.135,100,100
2018-10-18 18:32:57.735,106,106
2018-10-18 18:33:22.935,114,114
2018-10-18 18:33:44.535,119,119
2018-10-18 18:34:09.735,138,138
2018-10-18 18:34:31.335,119,119
2018-10-18 18:34:56.535,127,127
2018-10-18 18:35:18.135,131,131
2018-10-18 18:35:43.335,102,102
2018-10-18 18:36:04.935,117,117
2018-10-18 18:36:30.135,118,118
2018-10-18 18:36:51.735,114,114
2018-10-18 18:37:16.935,117,117
2018-10-18 18:37:38.535,116,116
2018-10-18 18:38:03.735,138,138
2018-10-18 18:38:25.335,106,106
2018-10-18 18:38:50.535,99,99
2018-10-18 18:39:12.135,120,120
2018-10-18 18:39:37.335,104,104
2018-10-18 18:39:58.935,118,118
2018-10-18 18:40:24.135,135,135
2018-10-18 18:40:45.735,113,113
2018-10-18 18:41:10.935,109,109
2018-10-18 18:41:32.535,103,103
2018-10-18 18:41:57.735,121,121
2018-10-18 18:42:19.335,107,107
2018-10-18 18:42:44.535,130,130
2018-10-18 18:43:06.135,113,113
2018-10-18 18:43:31.335,108,108
2018-10-18 18:43:52.935,119,119
2018-10-18 18:44:18.135,104,104
2018-10-18 18:44:39.735,99,99
2018-10-18 18:45:04.935,114,114
2018-10-18 18:45:26.535,105,105
2018-10-18 18:45:51.735,120,120
2018-10-18 18:46:13.335,119,119
2018-10-18 18:46:38.535,106,106
2018-10-18 18:47:00.135,90,90
2018-10-18 18:47:25.335,118,118
2018-10-18 18:47:46.935,101,101
2018-10-18 18:48:12.135,123,123
2018-10-18 18:48:33.735,102,102
2018-10-18 18:48:58.935,124,124
2018-10-18 18:49:20.535,111,111
2018-10-18 18:49:45.735,104,104
2018-10-18 18:50:07.335,120,120
2018-10-18 18:50:32.535,108,108
2018-10-18 18:50:54.135,132,132
2018-10-18 18:51:19.335,110,110
2018-10-18 18:51:40.935,114,114
2018-10-18 18:52:06.135,121,121
2018-10-18 18:52:27.735,128,128
2018-10-18 18:52:52.935,131,131
2018-10-18 18:53:14.535,116,116
2018-10-18 18:53:39.735,124,124
2018-10-18 18:54:01.335,117,117
2018-10-18 18:54:26.535,121,121
2018-10-18 18:54:48.135,110,110
2018-10-18 18:55:13.335,119,119
2018-10-18 18:55:34.935,140,140
2018-10-18 18:56:00.135,117,117
2018-10-18 18:56:21.735,108,108
2018-10-18 18:56:46.935,93,93
2018-10-18 18:57:08.535,91,91
2018-10-18 18:57:33.735,114,114
2018-10-18 18:57:55.335,131,131
2018-10-18 18:58:20.535,111,111
2018-10-18 18:58:42.135,105,105
2018-10-18 18:59:07.335,134,134
2018-10-18 18:59:28.935,122,122
2018-10-18 18:59:54.135,104,104
2018-10-18 19:00:15.735,117,117
2018-10-18 19:00:40.935,122,122
2018-10-18 19:01:02.535,115,115
2018-10-18 19:01:27.735,122,122
2018-10-18 19:01:49.335,115,115
2018-10-18 19:02:14.535,96,96
2018-10-18 19:02:36.135,107,107
2018-10-18 19:03:01.335,130,130
2018-10-18 19:03:22.935,128,128
2018-10-18 19:03:48.135,124,124
2018-10-18 19:04:09.735,118,118
2018-10-18 19:04:34.935,135,135
2018-10-18 19:04:56.535,123,123
2018-10-18 19:05:21.735,106,106
2018-10-18 19:05:43.335,123,123
2018-10-18 19:06:08.535,115,115
2018-10-18 19:06:30.135,130,130
2018-10-18 19:06:55.335,123,123
2018-10-18 19:07:16.935,107,107
2018-10-18 19:07:42.135,140,140
2018-10-18 19:08:03.735,122,122
2018-10-18 19:08:28.935,119,119
2018-10-18 19:08:50.535,137,137
2018-10-18 19:09:15.735,129,129
2018-10-18 19:09:37.335,117,117
2018-10-18 19:10:02.535,129,129
2018-10-18 19:10:24.135,116,116
2018-10-18 19:10:49.335,113,113
2018-10-18 19:11:10.935,99,99
2018-10-18 19:11:36.135,108,108
2018-10-18 19:11:57.735,120,120
2018-10-18 19:12:22.935,102,102
